"ID","SITE_ID","latitude","longitude","StartYr","EndYr","speciesCategory","species","Status","LEASE_TYPE","equipment","Source_of_Stock","BATHY","X010029_20130824","X010029_20140115","X010029_20140304","X010029_20140507","X010029_20140608","X010029_20140827","X010029_20140912","X010029_20140928","X010029_20141030","X010029_20150307","X010029_20150713","X010029_20150729","X010029_20150814","X010029_20150915","X010029_20151220","X011029_20160823","X011030_20130714","X011030_20130730","X011030_20130815","X011030_20131002","X011030_20131018","X011030_20140327","X011030_20140412","X011030_20140530","X011030_20140919","X011030_20150415","X011030_20150906","X011030_20151008","X011030_20151109","X011030_20151125","X011030_20160128","X011030_20160417","X011030_20160620","X011030_20160706","X011030_20160722","X011030_20160823"
55,"CGRE116",43.85263,-70.008,2016,2017,"ShellFish","Bay Scallop (Aequipecten irradians);Blue Mussels (Mytilus edulis);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","A","L","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture,Wild,Downeast Institute",-0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.58,6.72,NA,19.46,23.17,21.63
56,"CGRE216",43.85266,-70.008,2016,2017,"ShellFish","Bay Scallop (Aequipecten irradians);Blue Mussels (Mytilus edulis);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","A","L","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture,Wild,Downeast Institute",-0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.58,6.72,NA,19.46,23.17,21.63
57,"CGRE316",43.85269,-70.0079,2016,2017,"ShellFish","Bay Scallop (Aequipecten irradians);Blue Mussels (Mytilus edulis);Hard Clam/Quahog (Mercenaria mercenaria);Soft-shelled Clam (Mya arenaria)","A","L","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture,Wild,Downeast Institute",-0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.58,6.72,NA,19.46,23.17,21.63
58,"CHOR113",43.8195,-70.1068,2013,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Upweller","Muscongus Bay Aquaculture",-1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"CHOR217",43.81932,-70.10717,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Float upweller","Muscongus Bay Aquaculture Bremen ME, 207-529-4900",-1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"CJOH316",44.94868,-67.0355,2016,2017,"ShellFish, SeaVeg","Blue Mussels (Mytilus edulis);Sugar Kelp (Laminaria saccharina)","A","L","soft bags, semi rigid bags, and/or floating trays; marine algae","University of Maine Machias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"CKEL117",43.820177,-69.740965,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages, soft bags, semi rigid bags, and/or floating trays","Mook Sea Farm (207) 563-1456",-1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"CKEL217",43.820185,-69.740655,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages, soft bags, semi rigid bags, and/or floating trays","Mook Sea Farm (207) 563-1456",-1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"CLEA217",44.04035278,-68.89160833,2017,2017,"SeaVeg","Alaria Kelp (Alaria esculenta);Sugar Kelp (Laminaria saccharina)","A","L","marine algae","Wild",-3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"CLEA317",44.04013333,-68.8914444,2017,2017,"SeaVeg","Alaria Kelp (Alaria esculenta);Sugar Kelp (Laminaria saccharina)","A","L","marine algae","Wild",-3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"CMEY117",44.64959,-67.2567,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture - (207) 529-4100 P.O. Box 204, Bremen, Maine 04552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"CMEY217",44.64959,-67.25683,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture - (207) 529-4100 P.O. Box 204, Bremen, Maine 04552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"CMEY317",44.65015,-67.25343,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture - (207) 529-4100 P.O. Box 204, Bremen, Maine 04552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"CMEY417",44.65016,-67.25356,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture - (207) 529-4100 P.O. Box 204, Bremen, Maine 04552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"CNEW116",44.43337,-68.3491,2016,2017,"ShellFish","Blue Mussels (Mytilus edulis)","A","L","mussel longline system","Wild",-5.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"CNEW216",44.43409,-68.349,2016,2017,"ShellFish","Blue Mussels (Mytilus edulis)","A","L","mussel longline system","Wild",-8.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"CNIV116",43.83032,-70.02494722,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","A","L","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays","American Oyster: Muscongus Bay Aquaculture , Seal Ledge Lane, Bremen, Maine 04551 (207-529-4100); Blue mussel: wild seed in the immediate area",-3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,6.51,NA,18.31,22.38,20.88
72,"CNIV216",43.83039,-70.025025,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","A","L","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays","American Oyster: Muscongus Bay Aquaculture , Seal Ledge Lane, Bremen, Maine 04551 (207-529-4100); Blue mussel: wild seed in the immediate area",-3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,6.51,NA,18.31,22.38,20.88
73,"CNIV316",43.83054,-70.02486472,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","A","L","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays","American Oyster: Muscongus Bay Aquaculture , Seal Ledge Lane, Bremen, Maine 04551 (207-529-4100); Blue mussel: wild seed in the immediate area",-3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,6.51,NA,18.31,22.38,20.88
74,"CNIV416",43.83061,-70.0249444,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","A","L","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays","American Oyster: Muscongus Bay Aquaculture , Seal Ledge Lane, Bremen, Maine 04551 (207-529-4100); Blue mussel: wild seed in the immediate area",-3.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,6.5,NA,18.38,22.41,20.86
75,"CRO112",44.49295,-68.2073,2012,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Oyster cages and mesh bags","Muscongus Bay Aquaculture",-1.33,16.26,2.81,-0.3,10.81,13.13,19.28,14.91,16.25,11.87,-1.51,16.45,15.25,18.47,16.85,5.89,17.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"CRO212",44.49123,-68.207,2012,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Oyster cages and mesh bags","Muscongus Bay Aquaculture",-1.85,15.73,2.71,0.05,9.65,12.83,19.13,14.6,15.9,12.04,-0.65,16.25,15.41,18.46,16.6,6.02,16.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"CRO312",44.49087,-68.2046,2012,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Oyster cages and mesh bags","Muscongus Bay Aquaculture",-1.09,16.31,2.85,-0.47,11.5,13.61,19.48,14.7,16.46,12.18,-0.99,16.71,16.36,19.18,16.78,5.71,16.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"CWAR117",43.84988,-69.880472,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","A","L","shellfish rafts, shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays","Hard clam/quahog: Down East Institute, American oyster: Mook Sea Farm",-3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"CWAR217",43.84991,-69.8804222,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","A","L","Shellfish tray racks and overwintering cages, soft bags, semi rigid bags, and/or floating trays","Hard clam/quahog: Down East Institute, American oyster: Mook Sea Farm",-3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"CWAR317",43.84995,-69.8803777,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","A","L","Shellfish tray racks and overwintering cages, soft bags, semi rigid bags, and/or floating trays","Hard clam/quahog: Down East Institute, American oyster: Mook Sea Farm",-2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"CWAR417",43.84998333,-69.88030833,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","A","L","Shellfish tray racks and overwintering cages, soft bags, semi rigid bags, and/or floating trays","Hard clam/quahog: Down East Institute, American oyster: Mook Sea Farm",-2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"CWAT117",43.74922222,-69.8082944,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages, soft bags, semi rigid bags, and/or floating trays","Mook Sea Farm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"CWAT217",43.74922222,-69.8083333,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages, soft bags, semi rigid bags, and/or floating trays","Mook Sea Farm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"CWAT317",43.74922222,-69.80837222,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages, soft bags, semi rigid bags, and/or floating trays","Mook Sea Farm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"CWAT417",43.74922222,-69.8084111,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages, soft bags, semi rigid bags, and/or floating trays","Mook Sea Farm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"CYEN112",43.85747,-69.6642,2012,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Tray racks, oyster cages, floating trays & bags, and moorings","Muscongus Bay Aquaculture",-2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.91,23.14,20.31,17.92,14.64,1.24,17,13,13.98,15.02,22.18,14.27,10.47,4.68,3.15,NA,NA,NA,NA,NA
87,"DAV113",44.03264,-69.5339,2013,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Floating upweller","Muscongus Bay Aquaculture",-1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"DAV213",44.0326,-69.5338,2013,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Floating upweller","Muscongus Bay Aquaculture",-1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"DBAN117",43.78421,-69.94912,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture",-1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"DDEV116",43.82768,-70.0079,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.","Muscongus Bay Aquaculture - (207) 529-4100 P.O. Box 204, Bremen, Maine 04551",-1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07,6.89,NA,19.75,22.84,21.56
91,"DDEV216",43.82777,-70.0079,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.","Muscongus Bay Aquaculture - (207) 529-4100 P.O. Box 204, Bremen, Maine 04551",-2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,6.84,NA,19.53,22.7,21.14
92,"DDEV316",43.83035,-70.003,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.","Muscongus Bay Aquaculture - (207) 529-4100 P.O. Box 204, Bremen, Maine 04551",-2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,6.79,NA,19.44,22.75,20.96
93,"DDEV416",43.83024,-70.0032,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Sellfish tray racks and over wintering cages. Soft bags, semirigid bags, and/or overwintering cages.","Muscongus Bay Aquaculture - (207) 529-4100 P.O. Box 204, Bremen, Maine 04551",-2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,6.79,17.94,19.44,22.74,20.77
94,"DEDE117",43.832181,-70.000779,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","A","L","shellfish trayracks, overwintering cages, soft bags, semi rigid bags, and/or floating trays","Hard clam/quahog: Downeast Institute and American/eastern oyster: Muscongus Bay Aquaculture",-3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"DEDE217",43.832029,-70.001105,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","A","L","shellfish trayracks, overwintering cages, soft bags, semi rigid bags, and/or floating trays","Hard clam/quahog: Downeast Institute and American/eastern oyster: Muscongus Bay Aquaculture",-3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"DEDE317",43.850099,-69.96581,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","A","L","fencing and brushing, and bottom anti-predator netting","Hard clam/quahog: Downeast Institute and American/eastern oyster: Muscongus Bay Aquaculture",-0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"DEDE417",43.850461,-69.965704,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria)","A","L","fencing and brushing, and bottom anti-predator netting","Hard clam/quahog: Downeast Institute and American/eastern oyster: Muscongus Bay Aquaculture",-0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"DESA114",44.04039,-69.1187,2014,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","Oyster bags","Muscongus Bay Aquaculture",-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.66,NA,NA,NA,NA,NA,0.7,8.59,10.17,14.34,8.18,NA,13.52,10.76,6.46,NA,NA,NA,NA,NA,NA
99,"DESA216",44.04039,-69.1187,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","soft bags, semi rigid bags, and/or floating trays","Muscongus Bay Aquaculture",-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"DLEA111",44.3944,-68.7048,2011,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sea Scallop (Placopecten magellanicus);Soft-shelled Clam (Mya arenaria)","A","L","Upweller, raft, tray racks, floating bags","Muscongus Bay Aquaculture hatchery, Bremen, ME and Downeast Institute hatchery, Beals, Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"DLEA211",44.39453,-68.7049,2011,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sea Scallop (Placopecten magellanicus);Soft-shelled Clam (Mya arenaria)","A","L","Upweller, raft, tray racks, floating bags","Muscongus Bay Aquaculture,Downeast Institute",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"DLEA313",44.39428,-68.7048,2013,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sea Scallop (Placopecten magellanicus);Soft-shelled Clam (Mya arenaria)","A","L","Shellfish raft with upweller","Muscongus Bay Aquaculture,Downeast Institute",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"DLEA412",44.38632,-68.6778,2012,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Hard Clam/Quahog (Mercenaria mercenaria);Sea Scallop (Placopecten magellanicus);Soft-shelled Clam (Mya arenaria)","A","L","Shellfish bags","Muscongus Bay Aquaculture,Downeast Institute",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"DNIV116",43.82693,-70.0254,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","A","L","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays","Wild Seed, Muscongus Bay Aquaculture",-1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.79,7.23,18.86,19.96,23.35,22
105,"DNIV216",43.827272,-70.026261,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","A","L","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays","American Oyster: Muscongus Bay Aquaculture , Seal Ledge Lane, Bremen, Maine 04551 (207-529-4100); Blue mussel: wild seed in the immediate area",-2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,6.46,NA,18.66,22.57,20.71
106,"DNIV316",43.82722,-70.0264,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","A","L","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays","American Oyster: Muscongus Bay Aquaculture , Seal Ledge Lane, Bremen, Maine 04551 (207-529-4100); Blue mussel: wild seed in the immediate area",-2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,6.46,NA,18.66,22.57,20.71
107,"DNIV416",43.82734,-70.02651667,2016,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica);Blue Mussels (Mytilus edulis)","A","L","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays","American Oyster: Muscongus Bay Aquaculture , Seal Ledge Lane, Bremen, Maine 04551 (207-529-4100); Blue mussel: wild seed in the immediate area",-3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07,6.36,NA,18.4,22.37,20.33
108,"DOUE117",43.883954,-69.893974,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","soft bags, semi rigid bags, and/or floating trays","Mark Green (seed from Casco Bay) and Muscongus Bay Aquaculture",-0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"DOUE217",43.8829,-69.8919,2017,2017,"ShellFish","American/Eastern Oyster (Crassostrea virginica)","A","L","shellfish tray racks and overwintering cages","Mark Green (seed from Casco Bay) and Muscongus Bay Aquaculture",-0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
